SPNAME,longitude,latitude,Year,Present
ebt,-113.181539999999998,45.201729999999998,"2004",1.00
ebt,-113.340419999999995,45.131729999999997,"2002",1.00
ebt,-113.486770000000007,48.710369999999998,"2004",1.00
ebt,-113.168000000000006,45.198950000000004,"2004",1.00
ebt,-113.195400000000006,44.920729999999999,"2004",1.00
ebt,-113.510679999999994,45.134459999999997,"2002",1.00
ebt,-113.193820000000002,45.198099999999997,"2004",1.00
ebt,-113.352019999999996,45.127560000000003,"2002",1.00
ebt,-112.504710000000003,46.258719999999997,"2004",1.00
ebt,-112.499179999999996,46.255760000000002,"2004",1.00
ebt,-113.500770000000003,45.147239999999996,"2002",1.00
ebt,-112.524259999999998,46.267719999999997,"2004",1.00
ebt,-112.517570000000006,46.260249999999999,"2004",1.00
ebt,-111.818839999999994,46.284280000000003,"2004",1.00
ebt,-112.825800000000001,44.374749999999999,"2004",1.00
ebt,-112.526139999999998,46.293320000000001,"2004",1.00
ebt,-112.523070000000004,46.276400000000002,"2004",1.00
ebt,-112.525030000000001,46.285449999999997,"2004",1.00
ebt,-115.240049999999997,48.148809999999997,"2004",1.00
ebt,-113.130700000000004,45.476289999999999,"2004",1.00
ebt,-113.206220000000002,45.312040000000003,"2004",1.00
ebt,-113.129890000000003,45.473720000000000,"2004",1.00
ebt,-113.121530000000007,45.467669999999998,"2004",1.00
ebt,-112.476039999999998,46.256459999999997,"2004",1.00
ebt,-113.131820000000005,45.480049999999999,"2004",1.00
ebt,-115.405839999999998,48.563110000000002,"2004",1.00
ebt,-115.406030000000001,48.561579999999999,"2004",1.00
ebt,-115.364120000000000,48.485709999999997,"2004",1.00
ebt,-115.356669999999994,48.477119999999999,"2004",1.00
ebt,-113.137280000000004,45.488840000000003,"2004",1.00
ebt,-115.621520000000004,48.618789999999997,"2004",1.00
ebt,-112.476460000000003,46.264090000000003,"2004",1.00
ebt,-113.085390000000004,45.472700000000003,"2004",1.00
ebt,-113.103939999999994,45.478879999999997,"2004",1.00
ebt,-112.475139999999996,46.271200000000000,"2004",1.00
ebt,-113.098979999999997,45.474010000000000,"2004",1.00
ebt,-113.111419999999995,45.489870000000003,"2004",1.00
ebt,-114.170630000000003,46.851039999999998,"2004",1.00
ebt,-113.085269999999994,45.485680000000002,"2004",1.00
ebt,-115.635109999999997,48.730469999999997,"2004",1.00
ebt,-113.097890000000007,45.489280000000001,"2004",1.00
ebt,-113.075519999999997,45.471570000000000,"2004",1.00
ebt,-113.068520000000007,45.465980000000002,"2004",1.00
ebt,-112.473519999999994,46.281300000000002,"2004",1.00
ebt,-110.842219999999998,46.960110000000000,"2004",1.00
ebt,-110.846390000000000,46.972180000000002,"2004",1.00
ebt,-113.492530000000002,45.153359999999999,"2002",1.00
ebt,-110.525040000000004,46.974589999999999,"2004",1.00
ebt,-114.584299999999999,46.734119999999997,"2004",1.00
ebt,-110.523960000000002,46.976160000000000,"2004",1.00
ebt,-113.191760000000002,45.359810000000003,"2004",1.00
ebt,-113.191440000000000,45.359639999999999,"2004",1.00
ebt,-112.239930000000001,46.151620000000001,"2004",1.00
ebt,-113.094420000000000,45.421349999999997,"2004",1.00
ebt,-113.074889999999996,45.482289999999999,"2004",1.00
ebt,-113.085160000000002,45.428780000000003,"2004",1.00
ebt,-113.963930000000005,46.914340000000003,"2002",1.00
ebt,-112.470519999999993,46.296740000000000,"2004",1.00
ebt,-115.516679999999994,48.492199999999997,"2004",1.00
ebt,-112.470820000000003,46.313299999999998,"2004",1.00
ebt,-113.071719999999999,45.425350000000002,"2004",1.00
ebt,-112.467140000000001,46.306339999999999,"2004",1.00
ebt,-112.248760000000004,46.148569999999999,"2004",1.00
ebt,-113.059619999999995,45.428170000000001,"2004",1.00
ebt,-113.195300000000003,45.367680000000000,"2004",1.00
ebt,-113.082310000000007,45.425220000000003,"2004",1.00
ebt,-115.275229999999993,48.939450000000001,"2004",1.00
ebt,-113.520989999999998,45.128630000000001,"2002",1.00
ebt,-112.267930000000007,46.135210000000001,"2004",1.00
ebt,-113.048029999999997,45.448039999999999,"2004",1.00
ebt,-115.541229999999999,48.540640000000003,"2004",1.00
ebt,-115.492630000000005,48.762050000000002,"2004",1.00
ebt,-115.041770000000000,48.016880000000000,"2004",1.00
ebt,-115.382869999999997,47.711390000000002,"2004",1.00
ebt,-114.692909999999998,46.845559999999999,"2004",1.00
ebt,-112.029409999999999,45.110500000000002,"2004",1.00
ebt,-112.045509999999993,45.116999999999997,"2004",1.00
ebt,-112.040469999999999,45.110309999999998,"2004",1.00
ebt,-113.048550000000006,45.430259999999997,"2004",1.00
ebt,-114.685990000000004,46.845649999999999,"2004",1.00
ebt,-112.029229999999998,45.130490000000002,"2004",1.00
ebt,-112.011269999999996,45.118859999999998,"2004",1.00
ebt,-112.020529999999994,45.114970000000000,"2004",1.00
ebt,-112.038280000000000,45.123410000000000,"2004",1.00
ebt,-113.033929999999998,45.433470000000000,"2004",1.00
ebt,-111.973939999999999,45.138199999999998,"2004",1.00
ebt,-111.656720000000007,46.667420000000000,"2004",1.00
ebt,-112.012960000000007,45.142009999999999,"2004",1.00
ebt,-111.983320000000006,45.131039999999999,"2004",1.00
ebt,-111.990309999999994,45.124310000000001,"2004",1.00
ebt,-112.019360000000006,45.135339999999999,"2004",1.00
ebt,-115.484120000000004,48.752260000000000,"2004",1.00
ebt,-111.995859999999993,45.121859999999998,"2004",1.00
ebt,-112.126819999999995,46.385880000000000,"2004",1.00
ebt,-112.001390000000001,45.146630000000002,"2004",1.00
ebt,-114.914410000000004,48.624859999999998,"2004",1.00
ebt,-114.900980000000004,48.606070000000003,"2004",1.00
ebt,-113.532380000000003,45.125459999999997,"2002",1.00
ebt,-114.904870000000003,48.619480000000003,"2004",1.00
ebt,-111.992249999999999,45.150849999999998,"2004",1.00
ebt,-113.592560000000006,48.675989999999999,"2004",1.00
ebt,-111.988399999999999,45.157290000000003,"2004",1.00
ebt,-114.898650000000004,48.622630000000001,"2004",1.00
ebt,-111.922529999999995,46.410679999999999,"2004",1.00
ebt,-115.775480000000002,48.113300000000002,"2004",1.00
ebt,-112.034930000000003,45.128019999999999,"2004",1.00
ebt,-111.987390000000005,45.166390000000000,"2004",1.00
ebt,-114.892280000000000,48.661400000000000,"2004",1.00
ebt,-114.467079999999996,46.777819999999998,"2004",1.00
ebt,-112.035820000000001,45.133839999999999,"2004",1.00
ebt,-111.989540000000005,45.152140000000003,"2004",1.00
ebt,-113.769059999999996,48.591059999999999,"2004",1.00
ebt,-111.977530000000002,45.150620000000004,"2004",1.00
ebt,-111.974209999999999,45.155079999999998,"2004",1.00
ebt,-111.970380000000006,45.161520000000003,"2004",1.00
ebt,-115.788370000000000,48.167819999999999,"2004",1.00
ebt,-112.374600000000001,46.316670000000002,"2004",1.00
ebt,-112.366029999999995,46.310490000000001,"2004",1.00
ebt,-113.364620000000002,45.155949999999997,"2002",1.00
ebt,-115.804289999999995,48.186059999999998,"2004",1.00
ebt,-114.530929999999998,46.710870000000000,"2004",1.00
ebt,-112.392690000000002,46.325350000000000,"2004",1.00
ebt,-112.383129999999994,46.320659999999997,"2004",1.00
ebt,-112.413570000000007,46.333190000000002,"2004",1.00
ebt,-113.377589999999998,45.161709999999999,"2002",1.00
ebt,-112.420259999999999,46.345700000000001,"2004",1.00
ebt,-112.401709999999994,46.331550000000000,"2004",1.00
ebt,-115.299310000000006,47.826079999999997,"2004",1.00
ebt,-115.300790000000006,47.811019999999999,"2004",1.00
ebt,-112.422579999999996,46.336880000000001,"2004",1.00
ebt,-111.653869999999998,46.676560000000002,"2004",1.00
ebt,-112.365889999999993,46.307400000000001,"2004",1.00
ebt,-112.374030000000005,46.306559999999998,"2004",1.00
ebt,-112.422809999999998,46.302289999999999,"2004",1.00
ebt,-112.431950000000001,46.310949999999998,"2004",1.00
ebt,-113.020899999999997,46.995390000000000,"2004",1.00
ebt,-115.423109999999994,47.566110000000002,"2004",1.00
ebt,-112.411619999999999,46.303690000000003,"2004",1.00
ebt,-112.385819999999995,46.308019999999999,"2004",1.00
ebt,-112.397840000000002,46.305720000000001,"2004",1.00
ebt,-111.298540000000003,46.500560000000000,"2004",1.00
ebt,-115.398529999999994,47.573619999999998,"2004",1.00
ebt,-113.331059999999994,45.147019999999998,"2002",1.00
ebt,-115.622399999999999,47.554600000000001,"2004",1.00
ebt,-112.136179999999996,44.809359999999998,"2004",1.00
ebt,-112.136669999999995,44.817590000000003,"2004",1.00
ebt,-113.189779999999999,45.359059999999999,"2004",1.00
ebt,-113.179079999999999,45.354129999999998,"2004",1.00
ebt,-113.368060000000000,45.161920000000002,"2002",1.00
ebt,-110.755640000000000,46.806429999999999,"2004",1.00
ebt,-110.767920000000004,46.799410000000002,"2004",1.00
ebt,-110.773570000000007,46.788020000000003,"2004",1.00
ebt,-110.773570000000007,46.788159999999998,"2004",1.00
ebt,-110.778660000000002,46.775599999999997,"2004",1.00
ebt,-110.755020000000002,46.806820000000002,"2004",1.00
ebt,-112.880260000000007,46.963839999999998,"2004",1.00
ebt,-112.895409999999998,46.949530000000003,"2004",1.00
ebt,-112.899349999999998,46.944859999999998,"2004",1.00
ebt,-111.996849999999995,45.195819999999998,"2004",1.00
ebt,-112.117379999999997,45.081719999999997,"2002",1.00
ebt,-112.040599999999998,45.185519999999997,"2004",1.00
ebt,-112.062569999999994,45.180840000000003,"2004",1.00
ebt,-112.051000000000002,45.181600000000003,"2004",1.00
ebt,-113.460740000000001,45.610880000000002,"2004",1.00
ebt,-111.957999999999998,46.392049999999998,"2004",1.00
ebt,-112.651740000000004,45.457120000000003,"2004",1.00
ebt,-112.019369999999995,45.191879999999998,"2004",1.00
ebt,-112.031710000000004,45.189050000000002,"2004",1.00
ebt,-111.994820000000004,45.211750000000002,"2004",1.00
ebt,-112.036540000000002,45.216470000000001,"2004",1.00
ebt,-112.058560000000000,45.216720000000002,"2004",1.00
ebt,-112.029740000000004,45.097130000000000,"2004",1.00
ebt,-111.989149999999995,45.210670000000000,"2004",1.00
ebt,-110.846329999999995,46.774520000000003,"2004",1.00
ebt,-112.447829999999996,46.649960000000000,"2004",1.00
ebt,-111.820239999999998,46.281399999999998,"2004",1.00
ebt,-110.382999999999996,46.828069999999997,"2004",1.00
ebt,-110.335560000000001,46.846080000000001,"2004",1.00
ebt,-110.630030000000005,46.483759999999997,"2004",1.00
ebt,-113.269900000000007,47.015560000000001,"2004",1.00
ebt,-110.299999999999997,46.784930000000003,"2004",1.00
ebt,-113.488749999999996,45.635710000000003,"2004",1.00
ebt,-113.706400000000002,46.680990000000001,"2004",1.00
ebt,-111.848179999999999,46.428139999999999,"2004",1.00
ebt,-112.132999999999996,46.384779999999999,"2004",1.00
ebt,-112.140479999999997,46.385379999999998,"2004",1.00
ebt,-110.469139999999996,46.630400000000002,"2004",1.00
ebt,-110.467050000000000,46.627299999999998,"2004",1.00
ebt,-112.035939999999997,45.125480000000003,"2002",1.00
ebt,-112.047470000000004,45.114980000000003,"2002",1.00
ebt,-111.015129999999999,47.096539999999997,"2005",1.00
ebt,-112.623990000000006,46.137079999999997,"2005",1.00
ebt,-112.554230000000004,46.094790000000003,"2005",1.00
ebt,-112.553219999999996,46.099699999999999,"2005",1.00
ebt,-112.538740000000004,46.107759999999999,"2005",1.00
ebt,-112.517579999999995,46.113920000000000,"2005",1.00
ebt,-112.537570000000002,46.108669999999996,"2005",1.00
ebt,-112.636219999999994,46.113810000000001,"2005",1.00
ebt,-112.582530000000006,46.133139999999997,"2005",1.00
ebt,-112.581760000000003,46.133240000000001,"2005",1.00
ebt,-112.611310000000003,46.142240000000001,"2005",1.00
ebt,-112.612160000000003,46.149720000000002,"2005",1.00
ebt,-111.402130000000000,45.532080000000001,"2005",1.00
ebt,-112.615030000000004,46.154000000000003,"2005",1.00
ebt,-112.613349999999997,46.158600000000000,"2005",1.00
ebt,-112.610789999999994,46.144779999999997,"2005",1.00
ebt,-110.758099999999999,46.761220000000002,"2005",1.00
ebt,-111.659030000000001,46.661729999999999,"2005",1.00
ebt,-111.365170000000006,46.347630000000002,"2005",1.00
ebt,-111.334810000000004,46.355589999999999,"2005",1.00
ebt,-112.622190000000003,46.134329999999999,"2005",1.00
ebt,-111.783420000000007,46.424639999999997,"2005",1.00
ebt,-110.768760000000000,46.803019999999997,"2005",1.00
ebt,-110.585980000000006,47.422969999999999,"2005",1.00
ebt,-113.492329999999995,46.465679999999999,"2005",1.00
ebt,-111.944379999999995,46.413020000000003,"2005",1.00
ebt,-113.596969999999999,46.135680000000001,"2005",1.00
ebt,-110.747000000000000,46.817279999999997,"2005",1.00
ebt,-113.611130000000003,46.347450000000002,"2005",1.00
ebt,-115.816140000000004,47.971249999999998,"2005",1.00
ebt,-110.649659999999997,47.409239999999997,"2005",1.00
ebt,-115.829880000000003,47.974069999999998,"2005",1.00
ebt,-113.106620000000007,46.269219999999997,"2005",1.00
ebt,-113.105350000000001,46.260700000000000,"2005",1.00
ebt,-112.209789999999998,44.571170000000002,"2002",1.00
ebt,-111.755669999999995,46.324159999999999,"2005",1.00
ebt,-113.211810000000000,46.093359999999997,"2005",1.00
ebt,-113.678529999999995,46.892840000000000,"2005",1.00
ebt,-114.186970000000002,46.025689999999997,"2005",1.00
ebt,-114.205699999999993,46.115079999999999,"2005",1.00
ebt,-111.327380000000005,45.490490000000001,"2005",1.00
ebt,-111.423820000000006,45.455530000000003,"2005",1.00
ebt,-111.367559999999997,45.493119999999998,"2005",1.00
ebt,-111.367940000000004,45.457299999999996,"2005",1.00
ebt,-112.210690000000000,44.578699999999998,"2002",1.00
ebt,-112.040239999999997,45.087519999999998,"2005",1.00
ebt,-112.043310000000005,45.083509999999997,"2005",1.00
ebt,-112.050380000000004,45.076610000000002,"2005",1.00
ebt,-113.170730000000006,47.082870000000000,"2005",1.00
ebt,-112.100960000000001,45.096269999999997,"2005",1.00
ebt,-112.503420000000006,44.910339999999998,"2005",1.00
ebt,-110.601680000000002,47.462820000000001,"2002",1.00
ebt,-113.145750000000007,47.121960000000001,"2005",1.00
ebt,-110.609889999999993,47.466830000000002,"2002",1.00
ebt,-113.025480000000002,47.021450000000002,"2005",1.00
ebt,-112.965779999999995,47.092880000000001,"2005",1.00
ebt,-114.181690000000003,46.019109999999998,"2005",1.00
ebt,-112.199929999999995,44.560929999999999,"2002",1.00
ebt,-112.999719999999996,46.992770000000000,"2005",1.00
ebt,-113.131389999999996,47.023490000000002,"2005",1.00
ebt,-113.170710000000000,47.045389999999998,"2005",1.00
ebt,-113.169210000000007,47.036000000000001,"2005",1.00
ebt,-113.136020000000002,47.020780000000002,"2005",1.00
ebt,-113.127350000000007,47.025230000000001,"2005",1.00
ebt,-113.006000000000000,47.043979999999998,"2005",1.00
ebt,-113.066749999999999,47.030650000000001,"2005",1.00
ebt,-113.075659999999999,47.014159999999997,"2005",1.00
ebt,-113.233609999999999,47.004440000000002,"2005",1.00
ebt,-114.215670000000003,46.118079999999999,"2005",1.00
ebt,-114.217460000000003,46.118290000000002,"2005",1.00
ebt,-113.460740000000001,45.610950000000003,"2005",1.00
ebt,-113.409530000000004,45.351039999999998,"2005",1.00
ebt,-111.559830000000005,44.588540000000002,"2002",1.00
ebt,-114.233360000000005,46.100630000000002,"2005",1.00
ebt,-113.771559999999994,47.494480000000003,"2005",1.00
ebt,-110.795550000000006,46.814079999999997,"2005",1.00
ebt,-110.959360000000004,46.845309999999998,"2002",1.00
ebt,-114.478660000000005,48.562019999999997,"2005",1.00
ebt,-110.833690000000004,46.792780000000000,"2005",1.00
ebt,-113.322929999999999,45.809959999999997,"2005",1.00
ebt,-113.450289999999995,45.414580000000001,"2005",1.00
ebt,-114.206850000000003,46.117359999999998,"2005",1.00
ebt,-110.676869999999994,47.045270000000002,"2005",1.00
ebt,-114.236279999999994,46.103580000000001,"2005",1.00
ebt,-114.259410000000003,46.100510000000000,"2005",1.00
ebt,-111.966279999999998,47.295270000000002,"2005",1.00
ebt,-111.460419999999999,45.492220000000003,"2005",1.00
ebt,-113.360439999999997,44.896920000000001,"2005",1.00
ebt,-114.221230000000006,46.009099999999997,"2005",1.00
ebt,-110.421459999999996,46.717829999999999,"2005",1.00
ebt,-114.196110000000004,45.998690000000003,"2005",1.00
ebt,-114.173929999999999,46.114600000000003,"2005",1.00
ebt,-110.607370000000003,47.432879999999997,"2002",1.00
ebt,-110.608080000000001,47.449129999999997,"2002",1.00
ebt,-111.880340000000004,45.402580000000000,"2006",1.00
ebt,-110.586250000000007,47.437199999999997,"2002",1.00
ebt,-109.811930000000004,45.550390000000000,"2006",1.00
